Item,Paired Associate,Item ID,Cat
siege, - ,955,BW
siege, - ,955,BW
skate, - ,956,BW
skate, - ,956,BW
skate, - ,956,BW
skate, - ,956,BW
skeet, - ,957,BW
slave, - ,958,BW
sleep, - ,959,BW
slight, - ,960,BW
small, - ,961,BW
smoke, - ,962,BW
snare, - ,963,BW
snore, - ,964,BW
soak, - ,965,BW
soak, - ,965,BW
soap, - ,966,BW
sold, - ,967,BW
sold, - ,967,BW
soup, - ,968,BW
speak, - ,969,BW
sport, - ,970,BW
square, - ,971,BW
square, - ,971,BW
square, - ,971,BW
squirt, - ,972,BW
squirt, - ,972,BW
stale, - ,973,BW
stale, - ,973,BW
state, - ,974,BW
state, - ,974,BW
steam, - ,975,BW
stink, - ,976,BW
stink, - ,976,BW
stink, - ,976,BW
stir, - ,977,BW
stitch, - ,978,BW
stop, - ,979,BW
strayed, - ,980,BW
street, - ,981,BW
strewn, - ,982,BW
suit, - ,983,BW
sure, - ,984,BW
swamp, - ,985,BW
swap, - ,986,BW
swath, - ,987,BW
swath, - ,987,BW
sway, - ,988,BW
sweat, - ,989,BW
sweep, - ,990,BW
take, - ,991,BW
take, - ,991,BW
tape, - ,992,BW
tape, - ,992,BW
tape, - ,992,BW
taunt, - ,993,BW
taunt, - ,993,BW
teach, - ,994,BW
teak, - ,995,BW
team, - ,996,BW
team, - ,996,BW
terse, - ,997,BW
terse, - ,997,BW
terse, - ,997,BW
terse, - ,997,BW
terse, - ,997,BW
theme, - ,998,BW
theme, - ,998,BW
thief, - ,999,BW
thief, - ,999,BW
thief, - ,999,BW
thief, - ,999,BW
third, - ,1000,BW
third, - ,1000,BW
threat, - ,1001,BW
thrive, - ,1002,BW
tight, - ,1003,BW
time, - ,1004,BW
time, - ,1004,BW
touch, - ,1005,BW
touch, - ,1005,BW
tracks, - ,1006,BW
tracks, - ,1006,BW
trade, - ,1007,BW
trail, - ,1008,BW
trail, - ,1008,BW
train, - ,1009,BW
train, - ,1009,BW
trial, - ,1010,BW
tricks, - ,1011,BW
tripe, - ,1012,BW
trod, - ,1013,BW
troll, - ,1014,BW
troll, - ,1014,BW
troops, - ,1015,BW
troops, - ,1015,BW
troops, - ,1015,BW
truth, - ,1016,BW
type, - ,1017,BW
verse, - ,1018,BW
verse, - ,1018,BW
viewed, - ,1019,BW
wage, - ,1020,BW
wage, - ,1020,BW
wage, - ,1020,BW
wage, - ,1020,BW
wait, - ,1021,BW
wake, - ,1022,BW
walk, - ,1023,BW
walk, - ,1023,BW
walk, - ,1023,BW
wall, - ,1024,BW
wealth, - ,1025,BW
weed, - ,1026,BW
weed, - ,1026,BW
weed, - ,1026,BW
weed, - ,1026,BW
weird, - ,1027,BW
welt, - ,1028,BW
welt, - ,1028,BW
welt, - ,1028,BW
wheel, - ,1029,BW
whim, - ,1030,BW
whim, - ,1030,BW
woes, - ,1031,BW
word, - ,1032,BW
word, - ,1032,BW
word, - ,1032,BW
work, - ,1033,BW
work, - ,1033,BW
world, - ,1034,BW
world, - ,1034,BW
world, - ,1034,BW
worst, - ,1035,BW
worst, - ,1035,BW
worst, - ,1035,BW
worth, - ,1036,BW
worth, - ,1036,BW
worth, - ,1036,BW
worth, - ,1036,BW
wound, - ,1037,BW
wound, - ,1037,BW
wraith, - ,1038,BW
wraith, - ,1038,BW
wrong, - ,1039,BW
year, - ,1040,BW
young, - ,1041,BW
,bok,1042,NC
,bawque,1043,NC
,bol,1044,NC
,bain,1045,NC
,beign,1046,NC
,bahrn,1047,NC
,basc,1048,NC
jinje,binje,1049,NC
,binj,1050,NC
perd,berd,1051,NC
turth,burth,1052,NC
,blak,1053,NC
,blaque,1054,NC
,blaim,1055,NC
,bleighm,1056,NC
,bleek,1057,NC
,bleeque,1058,NC
,blits,1059,NC
,blitts,1060,NC
,blote,1061,NC
clud,blud,1062,NC
,blewm,1063,NC
,blume,1064,NC
,bord,1065,NC
wote,bote,1066,NC
,bondz,1067,NC
,bauns,1068,NC
,baunz,1069,NC
poan,boan,1070,NC
,boane,1071,NC
,bor,1072,NC
,boarn,1073,NC
,boath,1074,NC
,boathe,1075,NC
,bawt,1076,NC
,bawte,1077,NC
,boal,1078,NC
,boale,1079,NC
vawx,bawx,1080,NC
,bawks,1081,NC
,brane,1082,NC
,breign,1083,NC
,braive,1084,NC
,breth,1085,NC
,brede,1086,NC
,brybe,1087,NC
,brickz,1088,NC
,bryx,1089,NC
,bryde,1090,NC
,bryed,1091,NC
,breef,1092,NC
,brefe,1093,NC
,brephe,1094,NC
,bryne,1095,NC
,brighne,1096,NC
,broun,1097,NC
,broot,1098,NC
pern,bern,1099,NC
,kake,1100,NC
,caik,1101,NC
,kaique,1102,NC
,kalled,1103,NC
,cauld,1104,NC
,kauld,1105,NC
,kamp,1106,NC
,kape,1107,NC
,caip,1108,NC
,kaip,1109,NC
,keighp,1110,NC
,kelt,1111,NC
,chaif,1112,NC
,chare,1113,NC
,chace,1114,NC
preet,cheet,1115,NC
,cheete,1116,NC
,chek,1117,NC
,cheeze,1118,NC
,cheaze,1119,NC
,chyde,1120,NC
,chied,1121,NC
,chighd,1122,NC
bleef,cheef,1123,NC
,cheefe,1124,NC
,cheaph,1125,NC
phoyce,choyce,1126,NC
,choak,1127,NC
,choar,1128,NC
,chirch,1129,NC
,cherch,1130,NC
,chern,1131,NC
,klap,1132,NC
,clawd,1133,NC
,cleen,1134,NC
,clene,1135,NC
,klene,1136,NC
,cleer,1137,NC
,clere,1138,NC
,klere,1139,NC
,clymb,1140,NC
,clime,1141,NC
,klymb,1142,NC
,klyme,1143,NC
,cleim,1144,NC
,kleim,1145,NC
,klout,1146,NC
,clowt,1147,NC
,klowt,1148,NC
,klunk,1149,NC
,koast,1150,NC
,koat,1151,NC
,coate,1152,NC
,kote,1153,NC
,koate,1154,NC
,kode,1155,NC
doad,coad,1156,NC
,koad,1157,NC
,coyn,1158,NC
,coyne,1159,NC
,koyne,1160,NC
,kope,1161,NC
,coap,1162,NC
,koap,1163,NC
,kost,1164,NC
,cawst,1165,NC
,kawst,1166,NC
,cawced,1167,NC
,kawced,1168,NC
goph,coph,1169,NC
,koph,1170,NC
,kawf,1171,NC
,coart,1172,NC
,kourt,1173,NC
,cort,1174,NC
,kort,1175,NC
,krash,1176,NC
,creem,1177,NC
,kreem,1178,NC
,krick,1179,NC
,crik,1180,NC
,kroak,1181,NC
,croke,1182,NC
,kroke,1183,NC
,krux,1184,NC
,crucks,1185,NC
,krucks,1186,NC
,kute,1187,NC
,cuit,1188,NC
,kuit,1189,NC
,darck,1190,NC
yait,dait,1191,NC
,deel,1192,NC
,deele,1193,NC
kerth,derth,1194,NC
,dence,1195,NC
,dyce,1196,NC
jurt,durt,1197,NC
,dyve,1198,NC
jaul,daul,1199,NC
,dewm,1200,NC
kowt,dowt,1201,NC
breem,dreem,1202,NC
,dreame,1203,NC
,dreeme,1204,NC
,drinc,1205,NC
,dum,1206,NC
,fakt,1207,NC
,faul,1208,NC
,phall,1209,NC
,phaul,1210,NC
,falce,1211,NC
,phalse,1212,NC
,phalce,1213,NC
,fait,1214,NC
,phait,1215,NC
,fawlt,1216,NC
,phault,1217,NC
,phawlt,1218,NC
,feer,1219,NC
,feere,1220,NC
,phear,1221,NC
,pheere,1222,NC
,fead,1223,NC
,pheed,1224,NC
,phead,1225,NC
beal,feal,1226,NC
,pheel,1227,NC
,pheal,1228,NC
,phelt,1229,NC
,feand,1230,NC
,feend,1231,NC
,pheand,1232,NC
,pheend,1233,NC
,feende,1234,NC
,philm,1235,NC
,fynch,1236,NC
,phynch,1237,NC
,finc,1238,NC
,finck,1239,NC
,phinc,1240,NC
,phinck,1241,NC
serm,ferm,1242,NC
,phirm,1243,NC
,pherm,1244,NC
gurst,furst,1245,NC
,phirst,1246,NC
,phurst,1247,NC
,flaim,1248,NC
,phlame,1249,NC
,phlaim,1250,NC
,phlat,1251,NC
,flont,1252,NC
,phlaunt,1253,NC
,phlont,1254,NC
,flae,1255,NC
,flite,1256,NC
,phlight,1257,NC
,phlite,1258,NC
,flyp ,1259,NC
,phlip ,1260,NC
,phlyp,1261,NC
,floc,1262,NC
,flok,1263,NC
,flawk,1264,NC
,phloc,1265,NC
,phlock,1266,NC
,phlawk,1267,NC
,flawg,1268,NC
,floar,1269,NC
,flore,1270,NC
,phloor,1271,NC
,phlore,1272,NC
,phloar,1273,NC
,floze,1274,NC
,phlows,1275,NC
,phloze,1276,NC
,floom,1277,NC
,phlume,1278,NC
,phloom,1279,NC
vole,fole,1280,NC
,phoal,1281,NC
,phole,1282,NC
yome,fome,1283,NC
,phoam,1284,NC
,phome,1285,NC
,foze,1286,NC
,forse,1287,NC
,foarse,1288,NC
,phorce,1289,NC
,phorse,1290,NC
,fawght,1291,NC
,fawt,1292,NC
,fawte,1293,NC
,phawt,1294,NC
,phawte,1295,NC
yownd,fownd,1296,NC
,phound,1297,NC
,phownd,1298,NC
,focks,1299,NC
,fawx,1300,NC
,phox,1301,NC
snocks,phocks,1302,NC
,phawcks,1303,NC
,freigh,1304,NC
,phray,1305,NC
,phrey,1306,NC
,phreigh,1307,NC
,freek,1308,NC
,freec,1309,NC
,phreec,1310,NC
,phreek,1311,NC
,phret,1312,NC
,frunt,1313,NC
,phrunt,1314,NC
,frute,1315,NC
,phroot,1316,NC
,phrute,1317,NC
,gaph,1318,NC
hane,gane,1319,NC
,gaim,1320,NC
,gaip,1321,NC
,gaige,1322,NC
,gaije,1323,NC
,ghaige,1324,NC
,ghaije,1325,NC
,gaize,1326,NC
,goast,1327,NC
,goaste,1328,NC
bool,gool,1329,NC
,gule,1330,NC
,gurd,1331,NC
,gerd,1332,NC
,ghurd,1333,NC
,gerl,1334,NC
,gurl,1335,NC
,gleen,1336,NC
,gleene,1337,NC
,gleane,1338,NC
,ghleen,1339,NC
,ghlean,1340,NC
,gloab,1341,NC
,glume,1342,NC
plew,glew,1343,NC
,gote,1344,NC
,ghoat,1345,NC
,ghote,1346,NC
,ghoate,1347,NC
,gaud,1348,NC
,ghaud,1349,NC
,goez,1350,NC
,ghoez,1351,NC
,ghoze,1352,NC
,goald,1353,NC
tolph,golph,1354,NC
,gaulf,1355,NC
,gaulph,1356,NC
,goar,1357,NC
,ghore,1358,NC
,ghoar,1359,NC
,grane,1360,NC
,greign,1361,NC
,graive,1362,NC
,greyve,1363,NC
drean,grean,1364,NC
,greef,1365,NC
,greeph,1366,NC
,greeve,1367,NC
,grume,1368,NC
,groap,1369,NC
,growp,1370,NC
croop,groop,1371,NC
,grupe,1372,NC
,grewp,1373,NC
broe,groe,1374,NC
dess,gess,1375,NC
pide,gide,1376,NC
,ghile,1377,NC
,ghyle,1378,NC
,gilt,1379,NC
nazz,hazz,1380,NC
,hait,1381,NC
,hedd,1382,NC
,heer,1383,NC
,heet,1384,NC
lokes,hokes,1385,NC
,hoan,1386,NC
goap,hoap,1387,NC
,hoarn,1388,NC
,jale,1389,NC
,joynt,1390,NC
,joak,1391,NC
,jooce,1392,NC
,jewce,1393,NC
feap,keap,1394,NC
,keyp,1395,NC
,keez,1396,NC
,keaz,1397,NC
,keaze,1398,NC
veeze,keeze,1399,NC
dight,kight,1400,NC
,gnave,1401,NC
,knaive,1402,NC
,neighve,1403,NC
,gnaive,1404,NC
,kneal,1405,NC
,neel,1406,NC
,neal,1407,NC
,gnelt,1408,NC
,nelt,1409,NC
,gnife,1410,NC
,nife,1411,NC
,niphe,1412,NC
,gniphe,1413,NC
,laff,1414,NC
,leep,1415,NC
,lern,1416,NC
,lurn,1417,NC
deese,leese,1418,NC
heest,leest,1419,NC
tude,lude,1420,NC
,lawge,1421,NC
,lawje,1422,NC
,looce,1423,NC
,luce,1424,NC
wirch,lirch,1425,NC
pait,mait,1426,NC
,maite,1427,NC
,meel,1428,NC
nent,ment,1429,NC
,mirge,1430,NC
,murge,1431,NC
,merje,1432,NC
,mirje,1433,NC
,mirj,1434,NC
,murj,1435,NC
,myne,1436,NC
,merth,1437,NC
,myrth,1438,NC
,murthe,1439,NC
,munth,1440,NC
,muve,1441,NC
tuel,muel,1442,NC
,neet,1443,NC
fues,nues,1444,NC
,nyne,1445,NC
,nighne,1446,NC
,noade,1447,NC
,noad,1448,NC
,knode,1449,NC
,knoad,1450,NC
,gnode,1451,NC
,noize,1452,NC
,noyze,1453,NC
,noyz,1454,NC
merse,nerse,1455,NC
,nurce,1456,NC
,nirce,1457,NC
,nerce,1458,NC
tunce,wunce,1459,NC
,awte,1460,NC
,paje,1461,NC
,paige,1462,NC
,paije,1463,NC
,paij,1464,NC
,parc,1465,NC
,paiv,1466,NC
birl,pirl,1467,NC
,peaz,1468,NC
,peaze,1469,NC
,peez,1470,NC
,purk,1471,NC
,perck,1472,NC
,purrk,1473,NC
virck,pirck,1474,NC
,purrck,1475,NC
deece,peece,1476,NC
blaie,plaie,1477,NC
,plee ,1478,NC
,pleed,1479,NC
,pleaze,1480,NC
,pleeze,1481,NC
,poap,1482,NC
,pron,1483,NC
,pryce,1484,NC
,preest,1485,NC
,preast,1486,NC
,prym,1487,NC
,prymn,1488,NC
,pryze,1489,NC
,promb,1490,NC
,prawm,1491,NC
trufe,prufe,1492,NC
bruve,pruve,1493,NC
,prewd,1494,NC
,prood,1495,NC
berge,perge,1496,NC
,perce,1497,NC
,kwake,1498,NC
,raje,1499,NC
,raige,1500,NC
,raije,1501,NC
,raij,1502,NC
,rade,1503,NC
,raide,1504,NC
kaize,raize,1505,NC
,rayk,1506,NC
,raik,1507,NC
,raique,1508,NC
,rair,1509,NC
,raire,1510,NC
,rhare,1511,NC
,rhair,1512,NC
,reache,1513,NC
meech,reech,1514,NC
,reeche,1515,NC
,reaf,1516,NC
,rheef,1517,NC
,reeph,1518,NC
,reaph,1519,NC
,reaphe,1520,NC
,reak,1521,NC
,rheek,1522,NC
,rheak,1523,NC
,rore,1524,NC
,rhoar,1525,NC
,rhore,1526,NC
zoal,roal,1527,NC
,rooph,1528,NC
,rufe,1529,NC
,rewf,1530,NC
,rewph,1531,NC
,rood,1532,NC
,wrude,1533,NC
,wrood,1534,NC
,rhum,1535,NC
,rhumb,1536,NC
,wrum,1537,NC
,wruhm,1538,NC
,saif,1539,NC
,saiph,1540,NC
,saiphe,1541,NC
,sehd,1542,NC
,sande,1543,NC
,sain,1544,NC
,seighn,1545,NC
,skab,1546,NC
,scail,1547,NC
,scaile,1548,NC
,skare,1549,NC
,scair,1550,NC
,skair,1551,NC
,scheam,1552,NC
,skeame,1553,NC
,skeme,1554,NC
,skeam,1555,NC
,skore,1556,NC
,scoar,1557,NC
,skoar,1558,NC
,seap,1559,NC
furve,surve,1560,NC
,shail,1561,NC
,shayl,1562,NC
,shair,1563,NC
,shaire,1564,NC
,shaul,1565,NC
,shean,1566,NC
,shyp,1567,NC
,sherk,1568,NC
,shirque,1569,NC
,sherque,1570,NC
,shurt,1571,NC
,shert,1572,NC
frooze,shooze,1573,NC
,shuze,1574,NC
,shoarn,1575,NC
,shoart,1576,NC
,shood,1577,NC
,shoan,1578,NC
,shoen,1579,NC
,seege,1580,NC
,seeje,1581,NC
,seaje,1582,NC
,seaj,1583,NC
,scate,1584,NC
,skait,1585,NC
,scait,1586,NC
,sceight,1587,NC
,skeat,1588,NC
,slaive,1589,NC
,sleap,1590,NC
klite,slite,1591,NC
,smawl,1592,NC
,smoak,1593,NC
,snair,1594,NC
,snoar,1595,NC
,soac,1596,NC
,soke,1597,NC
zope,sope,1598,NC
,soald,1599,NC
,soaled,1600,NC
zupe,supe,1601,NC
,speek,1602,NC
,spoart,1603,NC
,squair,1604,NC
,skware,1605,NC
,skwair,1606,NC
,skwirt,1607,NC
,skwert,1608,NC
,stail,1609,NC
,staile,1610,NC
,stait,1611,NC
,staite,1612,NC
,steem,1613,NC
,stinc,1614,NC
,stynk,1615,NC
,stync,1616,NC
,stur,1617,NC
,stich,1618,NC
dawp,stawp,1619,NC
,strade,1620,NC
,streat,1621,NC
,stroon,1622,NC
zute,sute,1623,NC
,shure,1624,NC
,swomp,1625,NC
,swop,1626,NC
,swoth,1627,NC
,swawth,1628,NC
,sweigh,1629,NC
,swet,1630,NC
,sweap,1631,NC
,tayk,1632,NC
,tayke,1633,NC
baip,taip,1634,NC
,taipe,1635,NC
,teighp,1636,NC
,tawnt,1637,NC
,tont,1638,NC
,teech,1639,NC
,teek,1640,NC
,teem,1641,NC
,teeme,1642,NC
burse,turse,1643,NC
,tirse,1644,NC
,terce,1645,NC
,turce,1646,NC
,tirce,1647,NC
,theem,1648,NC
,theam,1649,NC
,theef,1650,NC
,theaf,1651,NC
,theeph,1652,NC
,theaph,1653,NC
,thurd,1654,NC
,therd,1655,NC
shret,thret,1656,NC
,thryve,1657,NC
,tite,1658,NC
,tyme,1659,NC
,tighm,1660,NC
,tutch,1661,NC
,tuch,1662,NC
,trackz,1663,NC
prax,trax,1664,NC
,traid,1665,NC
,trale,1666,NC
,trayle,1667,NC
,trane,1668,NC
,treign,1669,NC
,trile,1670,NC
,tryx,1671,NC
,trype,1672,NC
,trawd,1673,NC
,troal,1674,NC
,trole,1675,NC
,troopz,1676,NC
,trupes,1677,NC
,truepz,1678,NC
,trewth,1679,NC
,tipe,1680,NC
,vurse,1681,NC
,vurce,1682,NC
,vewd,1683,NC
,waje,1684,NC
,waige,1685,NC
faije,waije,1686,NC
,wayje,1687,NC
,wate,1688,NC
haik,waik,1689,NC
,wawk,1690,NC
,whalk,1691,NC
,whauk,1692,NC
vawl,wawl,1693,NC
,welth,1694,NC
gead,wead,1695,NC
,wheed,1696,NC
,whead,1697,NC
,wheade,1698,NC
,weered,1699,NC
,welte,1700,NC
,whelt,1701,NC
,whelte,1702,NC
,wheal,1703,NC
,whimb,1704,NC
,wimb,1705,NC
,woez,1706,NC
,wurd,1707,NC
,werd,1708,NC
,wurde,1709,NC
,werk,1710,NC
,werque,1711,NC
,wurld,1712,NC
,werld,1713,NC
,werlde,1714,NC
,wirst,1715,NC
,whirst,1716,NC
,wersed,1717,NC
hirth,wirth,1718,NC
,werth,1719,NC
,whirth,1720,NC
,wherth,1721,NC
,woond,1722,NC
,whoond,1723,NC
,raith,1724,NC
,rhaith,1725,NC
mong,rong,1726,NC
keer,yeer,1727,NC
nung,yung,1728,NC
